time_s,h_m,v_vert_mps,v_horiz_mps,E_total_J,E_drift_rel
0.00000000,3048.00000000,0.00000000,0.00000000,29900.88000000,0.00000000
0.03000000,3047.99558550,0.29430000,0.00000000,29900.88000000,-0.00000000
0.06000000,3047.98234200,0.58860000,0.00000000,29900.88000000,0.00000000
0.09000000,3047.96026950,0.88290000,0.00000000,29900.88000000,0.00000000
0.12000000,3047.92936800,1.17720000,0.00000000,29900.88000000,0.00000000
0.15000000,3047.88963750,1.47150000,0.00000000,29900.88000000,0.00000000
0.18000000,3047.84107800,1.76580000,0.00000000,29900.88000000,0.00000000
0.21000000,3047.78368950,2.06010000,0.00000000,29900.88000000,0.00000000
0.24000000,3047.71747200,2.35440000,0.00000000,29900.88000000,0.00000000
0.27000000,3047.64242550,2.64870000,0.00000000,29900.88000000,0.00000000
0.30000000,3047.55855000,2.94300000,0.00000000,29900.88000000,-0.00000000
0.33000000,3047.46584550,3.23730000,0.00000000,29900.88000000,0.00000000
0.36000000,3047.36431200,3.53160000,0.00000000,29900.88000000,-0.00000000
0.39000000,3047.25394950,3.82590000,0.00000000,29900.88000000,-0.00000000
0.42000000,3047.13475800,4.12020000,0.00000000,29900.88000000,-0.00000000
0.45000000,3047.00673750,4.41450000,0.00000000,29900.88000000,0.00000000
0.48000000,3046.86988800,4.70880000,0.00000000,29900.88000000,-0.00000000
0.51000000,3046.72420950,5.00310000,0.00000000,29900.88000000,-0.00000000
0.54000000,3046.56970200,5.29740000,0.00000000,29900.88000000,-0.00000000
0.57000000,3046.40636550,5.59170000,0.00000000,29900.88000000,0.00000000
0.60000000,3046.23420000,5.88600000,0.00000000,29900.88000000,0.00000000
0.63000000,3046.05320550,6.18030000,0.00000000,29900.88000000,0.00000000
0.66000000,3045.86338200,6.47460000,0.00000000,29900.88000000,0.00000000
0.69000000,3045.66472950,6.76890000,0.00000000,29900.88000000,0.00000000
0.72000000,3045.45724800,7.06320000,0.00000000,29900.88000000,0.00000000
0.75000000,3045.24093750,7.35750000,0.00000000,29900.88000000,0.00000000
0.78000000,3045.01579800,7.65180000,0.00000000,29900.88000000,0.00000000
0.81000000,3044.78182950,7.94610000,0.00000000,29900.88000000,0.00000000
0.84000000,3044.53903200,8.24040000,0.00000000,29900.88000000,-0.00000000
0.87000000,3044.28740550,8.53470000,0.00000000,29900.88000000,0.00000000
0.90000000,3044.02695000,8.82900000,0.00000000,29900.88000000,0.00000000
0.93000000,3043.75766550,9.12330000,0.00000000,29900.88000000,-0.00000000
0.96000000,3043.47955200,9.41760000,0.00000000,29900.88000000,0.00000000
0.99000000,3043.19260950,9.71190000,0.00000000,29900.88000000,0.00000000
1.02000000,3042.89683800,10.00620000,0.00000000,29900.88000000,0.00000000
1.05000000,3042.59223750,10.30050000,0.00000000,29900.88000000,0.00000000
1.08000000,3042.27880800,10.59480000,0.00000000,29900.88000000,0.00000000
1.11000000,3041.95654950,10.88910000,0.00000000,29900.88000000,0.00000000
1.14000000,3041.62546200,11.18340000,0.00000000,29900.88000000,0.00000000
1.17000000,3041.28554550,11.47770000,0.00000000,29900.88000000,-0.00000000
1.20000000,3040.93680000,11.77200000,0.00000000,29900.88000000,-0.00000000
1.23000000,3040.57922550,12.06630000,0.00000000,29900.88000000,0.00000000
1.26000000,3040.21282200,12.36060000,0.00000000,29900.88000000,0.00000000
1.29000000,3039.83758950,12.65490000,0.00000000,29900.88000000,0.00000000
1.32000000,3039.45352800,12.94920000,0.00000000,29900.88000000,0.00000000
1.35000000,3039.06063750,13.24350000,0.00000000,29900.88000000,0.00000000
1.38000000,3038.65891800,13.53780000,0.00000000,29900.88000000,0.00000000
1.41000000,3038.24836950,13.83210000,0.00000000,29900.88000000,0.00000000
1.44000000,3037.82899200,14.12640000,0.00000000,29900.88000000,0.00000000
1.47000000,3037.40078550,14.42070000,0.00000000,29900.88000000,0.00000000
1.50000000,3036.96375000,14.71500000,0.00000000,29900.88000000,0.00000000
1.53000000,3036.51788550,15.00930000,0.00000000,29900.88000000,0.00000000
1.56000000,3036.06319200,15.30360000,0.00000000,29900.88000000,0.00000000
1.59000000,3035.59966950,15.59790000,0.00000000,29900.88000000,0.00000000
1.62000000,3035.12731800,15.89220000,0.00000000,29900.88000000,0.00000000
1.65000000,3034.64613750,16.18650000,0.00000000,29900.88000000,0.00000000
1.68000000,3034.15612800,16.48080000,0.00000000,29900.88000000,0.00000000
1.71000000,3033.65728950,16.77510000,0.00000000,29900.88000000,0.00000000
1.74000000,3033.14962200,17.06940000,0.00000000,29900.88000000,-0.00000000
1.77000000,3032.63312550,17.36370000,0.00000000,29900.88000000,0.00000000
1.80000000,3032.10780000,17.65800000,0.00000000,29900.88000000,0.00000000
1.83000000,3031.57364550,17.95230000,0.00000000,29900.88000000,0.00000000
1.86000000,3031.03066200,18.24660000,0.00000000,29900.88000000,0.00000000
1.89000000,3030.47884950,18.54090000,0.00000000,29900.88000000,0.00000000
1.92000000,3029.91820800,18.83520000,0.00000000,29900.88000000,0.00000000
1.95000000,3029.34873750,19.12950000,0.00000000,29900.88000000,0.00000000
1.98000000,3028.77043800,19.42380000,0.00000000,29900.88000000,0.00000000
2.01000000,3028.18330950,19.71810000,0.00000000,29900.88000000,0.00000000
2.04000000,3027.58735200,20.01240000,0.00000000,29900.88000000,0.00000000
2.07000000,3026.98256550,20.30670000,0.00000000,29900.88000000,-0.00000000
2.10000000,3026.36895000,20.60100000,0.00000000,29900.88000000,0.00000000
2.13000000,3025.74650550,20.89530000,0.00000000,29900.88000000,0.00000000
2.16000000,3025.11523200,21.18960000,0.00000000,29900.88000000,0.00000000
2.19000000,3024.47512950,21.48390000,0.00000000,29900.88000000,0.00000000
2.22000000,3023.82619800,21.77820000,0.00000000,29900.88000000,0.00000000
2.25000000,3023.16843750,22.07250000,0.00000000,29900.88000000,0.00000000
2.28000000,3022.50184800,22.36680000,0.00000000,29900.88000000,0.00000000
2.31000000,3021.82642950,22.66110000,0.00000000,29900.88000000,0.00000000
2.34000000,3021.14218200,22.95540000,0.00000000,29900.88000000,0.00000000
2.37000000,3020.44910550,23.24970000,0.00000000,29900.88000000,-0.00000000
2.40000000,3019.74720000,23.54400000,0.00000000,29900.88000000,0.00000000
2.43000000,3019.03646550,23.83830000,0.00000000,29900.88000000,0.00000000
2.46000000,3018.31690200,24.13260000,0.00000000,29900.88000000,0.00000000
2.49000000,3017.58850950,24.42690000,0.00000000,29900.88000000,0.00000000
2.52000000,3016.85128800,24.72120000,0.00000000,29900.88000000,0.00000000
2.55000000,3016.10523750,25.01550000,0.00000000,29900.88000000,0.00000000
2.58000000,3015.35035800,25.30980000,0.00000000,29900.88000000,0.00000000
2.61000000,3014.58664950,25.60410000,0.00000000,29900.88000000,0.00000000
2.64000000,3013.81411200,25.89840000,0.00000000,29900.88000000,0.00000000
2.67000000,3013.03274550,26.19270000,0.00000000,29900.88000000,0.00000000
2.70000000,3012.24255000,26.48700000,0.00000000,29900.88000000,0.00000000
2.73000000,3011.44352550,26.78130000,0.00000000,29900.88000000,0.00000000
2.76000000,3010.63567200,27.07560000,0.00000000,29900.88000000,0.00000000
2.79000000,3009.81898950,27.36990000,0.00000000,29900.88000000,0.00000000
2.82000000,3008.99347800,27.66420000,0.00000000,29900.88000000,0.00000000
2.85000000,3008.15913750,27.95850000,0.00000000,29900.88000000,0.00000000
2.88000000,3007.31596800,28.25280000,0.00000000,29900.88000000,0.00000000
2.91000000,3006.46396950,28.54710000,0.00000000,29900.88000000,0.00000000
2.94000000,3005.60314200,28.84140000,0.00000000,29900.88000000,0.00000000
2.97000000,3004.73348550,29.13570000,0.00000000,29900.88000000,0.00000000
3.00000000,3003.85500000,29.43000000,0.00000000,29900.88000000,0.00000000
3.03000000,3002.96768550,29.72430000,0.00000000,29900.88000000,0.00000000
3.06000000,3002.07154200,30.01860000,0.00000000,29900.88000000,0.00000000
3.09000000,3001.16656950,30.31290000,0.00000000,29900.88000000,0.00000000
3.12000000,3000.25276800,30.60720000,0.00000000,29900.88000000,0.00000000
3.15000000,2999.33013750,30.90150000,0.00000000,29900.88000000,0.00000000
3.18000000,2998.39867800,31.19580000,0.00000000,29900.88000000,0.00000000
3.21000000,2997.45838950,31.49010000,0.00000000,29900.88000000,0.00000000
3.24000000,2996.50927200,31.78440000,0.00000000,29900.88000000,0.00000000
3.27000000,2995.55132550,32.07870000,0.00000000,29900.88000000,0.00000000
3.30000000,2994.58455000,32.37300000,0.00000000,29900.88000000,0.00000000
3.33000000,2993.60894550,32.66730000,0.00000000,29900.88000000,0.00000000
3.36000000,2992.62451200,32.96160000,0.00000000,29900.88000000,0.00000000
3.39000000,2991.63124950,33.25590000,0.00000000,29900.88000000,0.00000000
3.42000000,2990.62915800,33.55020000,0.00000000,29900.88000000,0.00000000
3.45000000,2989.61823750,33.84450000,0.00000000,29900.88000000,0.00000000
3.48000000,2988.59848800,34.13880000,0.00000000,29900.88000000,0.00000000
3.51000000,2987.56990950,34.43310000,0.00000000,29900.88000000,0.00000000
3.54000000,2986.53250200,34.72740000,0.00000000,29900.88000000,0.00000000
3.57000000,2985.48626550,35.02170000,0.00000000,29900.88000000,0.00000000
3.60000000,2984.43120000,35.31600000,0.00000000,29900.88000000,0.00000000
3.63000000,2983.36730550,35.61030000,0.00000000,29900.88000000,0.00000000
3.66000000,2982.29458200,35.90460000,0.00000000,29900.88000000,0.00000000
3.69000000,2981.21302950,36.19890000,0.00000000,29900.88000000,0.00000000
3.72000000,2980.12264800,36.49320000,0.00000000,29900.88000000,-0.00000000
3.75000000,2979.02343750,36.78750000,0.00000000,29900.88000000,0.00000000
3.78000000,2977.91539800,37.08180000,0.00000000,29900.88000000,0.00000000
3.81000000,2976.79852950,37.37610000,0.00000000,29900.88000000,0.00000000
3.84000000,2975.67283200,37.67040000,0.00000000,29900.88000000,0.00000000
3.87000000,2974.53830550,37.96470000,0.00000000,29900.88000000,0.00000000
3.90000000,2973.39495000,38.25900000,0.00000000,29900.88000000,0.00000000
3.93000000,2972.24276550,38.55330000,0.00000000,29900.88000000,0.00000000
3.96000000,2971.08175200,38.84760000,0.00000000,29900.88000000,0.00000000
3.99000000,2969.91190950,39.14190000,0.00000000,29900.88000000,0.00000000
4.02000000,2968.73323800,39.43620000,0.00000000,29900.88000000,0.00000000
4.05000000,2967.54573750,39.73050000,0.00000000,29900.88000000,0.00000000
4.08000000,2966.34940800,40.02480000,0.00000000,29900.88000000,0.00000000
4.11000000,2965.14424950,40.31910000,0.00000000,29900.88000000,0.00000000
4.14000000,2963.93026200,40.61340000,0.00000000,29900.88000000,0.00000000
4.17000000,2962.70744550,40.90770000,0.00000000,29900.88000000,0.00000000
4.20000000,2961.47580000,41.20200000,0.00000000,29900.88000000,0.00000000
4.23000000,2960.23532550,41.49630000,0.00000000,29900.88000000,0.00000000
4.26000000,2958.98602200,41.79060000,0.00000000,29900.88000000,-0.00000000
4.29000000,2957.72788950,42.08490000,0.00000000,29900.88000000,0.00000000
4.32000000,2956.46092800,42.37920000,0.00000000,29900.88000000,0.00000000
4.35000000,2955.18513750,42.67350000,0.00000000,29900.88000000,0.00000000
4.38000000,2953.90051800,42.96780000,0.00000000,29900.88000000,0.00000000
4.41000000,2952.60706950,43.26210000,0.00000000,29900.88000000,-0.00000000
4.44000000,2951.30479200,43.55640000,0.00000000,29900.88000000,0.00000000
4.47000000,2949.99368550,43.85070000,0.00000000,29900.88000000,0.00000000
4.50000000,2948.67375000,44.14500000,0.00000000,29900.88000000,-0.00000000
4.53000000,2947.34498550,44.43930000,0.00000000,29900.88000000,0.00000000
4.56000000,2946.00739200,44.73360000,0.00000000,29900.88000000,-0.00000000
4.59000000,2944.66096950,45.02790000,0.00000000,29900.88000000,0.00000000
4.62000000,2943.30571800,45.32220000,0.00000000,29900.88000000,0.00000000
4.65000000,2941.94163750,45.61650000,0.00000000,29900.88000000,0.00000000
4.68000000,2940.56872800,45.91080000,0.00000000,29900.88000000,0.00000000
4.71000000,2939.18698950,46.20510000,0.00000000,29900.88000000,0.00000000
4.74000000,2937.79642200,46.49940000,0.00000000,29900.88000000,0.00000000
4.77000000,2936.39702550,46.79370000,0.00000000,29900.88000000,0.00000000
4.80000000,2934.98880000,47.08800000,0.00000000,29900.88000000,0.00000000
4.83000000,2933.57174550,47.38230000,0.00000000,29900.88000000,-0.00000000
4.86000000,2932.14586200,47.67660000,0.00000000,29900.88000000,-0.00000000
4.89000000,2930.71114950,47.97090000,0.00000000,29900.88000000,-0.00000000
4.92000000,2929.26760800,48.26520000,0.00000000,29900.88000000,0.00000000
4.95000000,2927.81523750,48.55950000,0.00000000,29900.88000000,-0.00000000
4.98000000,2926.35403800,48.85380000,0.00000000,29900.88000000,0.00000000
5.01000000,2924.88400950,49.14810000,0.00000000,29900.88000000,0.00000000
5.04000000,2923.40515200,49.44240000,0.00000000,29900.88000000,0.00000000
5.07000000,2921.91746550,49.73670000,0.00000000,29900.88000000,0.00000000
5.10000000,2920.42095000,50.03100000,0.00000000,29900.88000000,0.00000000
5.13000000,2918.91560550,50.32530000,0.00000000,29900.88000000,0.00000000
5.16000000,2917.40143200,50.61960000,0.00000000,29900.88000000,0.00000000
5.19000000,2915.87842950,50.91390000,0.00000000,29900.88000000,0.00000000
5.22000000,2914.34659800,51.20820000,0.00000000,29900.88000000,0.00000000
5.25000000,2912.80593750,51.50250000,0.00000000,29900.88000000,0.00000000
5.28000000,2911.25644800,51.79680000,0.00000000,29900.88000000,0.00000000
5.31000000,2909.69812950,52.09110000,0.00000000,29900.88000000,0.00000000
5.34000000,2908.13098200,52.38540000,0.00000000,29900.88000000,0.00000000
5.37000000,2906.55500550,52.67970000,0.00000000,29900.88000000,0.00000000
5.40000000,2904.97020000,52.97400000,0.00000000,29900.88000000,0.00000000
5.43000000,2903.37656550,53.26830000,0.00000000,29900.88000000,0.00000000
5.46000000,2901.77410200,53.56260000,0.00000000,29900.88000000,0.00000000
5.49000000,2900.16280950,53.85690000,0.00000000,29900.88000000,-0.00000000
5.52000000,2898.54268800,54.15120000,0.00000000,29900.88000000,-0.00000000
5.55000000,2896.91373750,54.44550000,0.00000000,29900.88000000,0.00000000
5.58000000,2895.27595800,54.73980000,0.00000000,29900.88000000,0.00000000
5.61000000,2893.62934950,55.03410000,0.00000000,29900.88000000,-0.00000000
5.64000000,2891.97391200,55.32840000,0.00000000,29900.88000000,-0.00000000
5.67000000,2890.30964550,55.62270000,0.00000000,29900.88000000,0.00000000
5.70000000,2888.63655000,55.91700000,0.00000000,29900.88000000,0.00000000
5.73000000,2886.95462550,56.21130000,0.00000000,29900.88000000,0.00000000
5.76000000,2885.26387200,56.50560000,0.00000000,29900.88000000,-0.00000000
5.79000000,2883.56428950,56.79990000,0.00000000,29900.88000000,0.00000000
5.82000000,2881.85587800,57.09420000,0.00000000,29900.88000000,0.00000000
5.85000000,2880.13863750,57.38850000,0.00000000,29900.88000000,0.00000000
5.88000000,2878.41256800,57.68280000,0.00000000,29900.88000000,0.00000000
5.91000000,2876.67766950,57.97710000,0.00000000,29900.88000000,0.00000000
5.94000000,2874.93394200,58.27140000,0.00000000,29900.88000000,0.00000000
5.97000000,2873.18138550,58.56570000,0.00000000,29900.88000000,0.00000000
6.00000000,2871.42000000,58.86000000,0.00000000,29900.88000000,0.00000000
6.03000000,2869.64978550,59.15430000,0.00000000,29900.88000000,0.00000000
6.06000000,2867.87074200,59.44860000,0.00000000,29900.88000000,0.00000000
6.09000000,2866.08286950,59.74290000,0.00000000,29900.88000000,0.00000000
6.12000000,2864.28616800,60.03720000,0.00000000,29900.88000000,0.00000000
6.15000000,2862.48063750,60.33150000,0.00000000,29900.88000000,0.00000000
6.18000000,2860.66627800,60.62580000,0.00000000,29900.88000000,0.00000000
6.21000000,2858.84308950,60.92010000,0.00000000,29900.88000000,-0.00000000
6.24000000,2857.01107200,61.21440000,0.00000000,29900.88000000,0.00000000
6.27000000,2855.17022550,61.50870000,0.00000000,29900.88000000,-0.00000000
6.30000000,2853.32055000,61.80300000,0.00000000,29900.88000000,0.00000000
6.33000000,2851.46204550,62.09730000,0.00000000,29900.88000000,0.00000000
6.36000000,2849.59471200,62.39160000,0.00000000,29900.88000000,0.00000000
6.39000000,2847.71854950,62.68590000,0.00000000,29900.88000000,0.00000000
6.42000000,2845.83355800,62.98020000,0.00000000,29900.88000000,-0.00000000
6.45000000,2843.93973750,63.27450000,0.00000000,29900.88000000,-0.00000000
6.48000000,2842.03708800,63.56880000,0.00000000,29900.88000000,-0.00000000
6.51000000,2840.12560950,63.86310000,0.00000000,29900.88000000,0.00000000
6.54000000,2838.20530200,64.15740000,0.00000000,29900.88000000,-0.00000000
6.57000000,2836.27616550,64.45170000,0.00000000,29900.88000000,0.00000000
6.60000000,2834.33820000,64.74600000,0.00000000,29900.88000000,0.00000000
6.63000000,2832.39140550,65.04030000,0.00000000,29900.88000000,-0.00000000
6.66000000,2830.43578200,65.33460000,0.00000000,29900.88000000,0.00000000
6.69000000,2828.47132950,65.62890000,0.00000000,29900.88000000,0.00000000
6.72000000,2826.49804800,65.92320000,0.00000000,29900.88000000,0.00000000
6.75000000,2824.51593750,66.21750000,0.00000000,29900.88000000,0.00000000
6.78000000,2822.52499800,66.51180000,0.00000000,29900.88000000,0.00000000
6.81000000,2820.52522950,66.80610000,0.00000000,29900.88000000,0.00000000
6.84000000,2818.51663200,67.10040000,0.00000000,29900.88000000,0.00000000
6.87000000,2816.49920550,67.39470000,0.00000000,29900.88000000,0.00000000
6.90000000,2814.47295000,67.68900000,0.00000000,29900.88000000,0.00000000
6.93000000,2812.43786550,67.98330000,0.00000000,29900.88000000,0.00000000
6.96000000,2810.39395200,68.27760000,0.00000000,29900.88000000,0.00000000
6.99000000,2808.34120950,68.57190000,0.00000000,29900.88000000,0.00000000
7.02000000,2806.27963800,68.86620000,0.00000000,29900.88000000,0.00000000
7.05000000,2804.20923750,69.16050000,0.00000000,29900.88000000,0.00000000
7.08000000,2802.13000800,69.45480000,0.00000000,29900.88000000,0.00000000
7.11000000,2800.04194950,69.74910000,0.00000000,29900.88000000,0.00000000
7.14000000,2797.94506200,70.04340000,0.00000000,29900.88000000,0.00000000
7.17000000,2795.83934550,70.33770000,0.00000000,29900.88000000,0.00000000
7.20000000,2793.72480000,70.63200000,0.00000000,29900.88000000,0.00000000
7.23000000,2791.60142550,70.92630000,0.00000000,29900.88000000,0.00000000
7.26000000,2789.46922200,71.22060000,0.00000000,29900.88000000,0.00000000
7.29000000,2787.32818950,71.51490000,0.00000000,29900.88000000,0.00000000
7.32000000,2785.17832800,71.80920000,0.00000000,29900.88000000,0.00000000
7.35000000,2783.01963750,72.10350000,0.00000000,29900.88000000,0.00000000
7.38000000,2780.85211800,72.39780000,0.00000000,29900.88000000,0.00000000
7.41000000,2778.67576950,72.69210000,0.00000000,29900.88000000,0.00000000
7.44000000,2776.49059200,72.98640000,0.00000000,29900.88000000,0.00000000
7.47000000,2774.29658550,73.28070000,0.00000000,29900.88000000,0.00000000
7.50000000,2772.09375000,73.57500000,0.00000000,29900.88000000,0.00000000
7.53000000,2769.88208550,73.86930000,0.00000000,29900.88000000,0.00000000
7.56000000,2767.66159200,74.16360000,0.00000000,29900.88000000,0.00000000
7.59000000,2765.43226950,74.45790000,0.00000000,29900.88000000,0.00000000
7.62000000,2763.19411800,74.75220000,0.00000000,29900.88000000,0.00000000
7.65000000,2760.94713750,75.04650000,0.00000000,29900.88000000,0.00000000
7.68000000,2758.69132800,75.34080000,0.00000000,29900.88000000,0.00000000
7.71000000,2756.42668950,75.63510000,0.00000000,29900.88000000,0.00000000
7.74000000,2754.15322200,75.92940000,0.00000000,29900.88000000,0.00000000
7.77000000,2751.87092550,76.22370000,0.00000000,29900.88000000,0.00000000
7.80000000,2749.57980000,76.51800000,0.00000000,29900.88000000,0.00000000
7.83000000,2747.27984550,76.81230000,0.00000000,29900.88000000,0.00000000
7.86000000,2744.97106200,77.10660000,0.00000000,29900.88000000,0.00000000
7.89000000,2742.65344950,77.40090000,0.00000000,29900.88000000,0.00000000
7.92000000,2740.32700800,77.69520000,0.00000000,29900.88000000,0.00000000
7.95000000,2737.99173750,77.98950000,0.00000000,29900.88000000,0.00000000
7.98000000,2735.64763800,78.28380000,0.00000000,29900.88000000,0.00000000
8.01000000,2733.29470950,78.57810000,0.00000000,29900.88000000,0.00000000
8.04000000,2730.93295200,78.87240000,0.00000000,29900.88000000,0.00000000
8.07000000,2728.56236550,79.16670000,0.00000000,29900.88000000,0.00000000
8.10000000,2726.18295000,79.46100000,0.00000000,29900.88000000,0.00000000
8.13000000,2723.79470550,79.75530000,0.00000000,29900.88000000,0.00000000
8.16000000,2721.39763200,80.04960000,0.00000000,29900.88000000,0.00000000
8.19000000,2718.99172950,80.34390000,0.00000000,29900.88000000,0.00000000
8.22000000,2716.57699800,80.63820000,0.00000000,29900.88000000,0.00000000
8.25000000,2714.15343750,80.93250000,0.00000000,29900.88000000,0.00000000
8.28000000,2711.72104800,81.22680000,0.00000000,29900.88000000,0.00000000
8.31000000,2709.27982950,81.52110000,0.00000000,29900.88000000,0.00000000
8.34000000,2706.82978200,81.81540000,0.00000000,29900.88000000,0.00000000
8.37000000,2704.37090550,82.10970000,0.00000000,29900.88000000,0.00000000
8.40000000,2701.90320000,82.40400000,0.00000000,29900.88000000,0.00000000
8.43000000,2699.42666550,82.69830000,0.00000000,29900.88000000,0.00000000
8.46000000,2696.94130200,82.99260000,0.00000000,29900.88000000,0.00000000
8.49000000,2694.44710950,83.28690000,0.00000000,29900.88000000,0.00000000
8.52000000,2691.94408800,83.58120000,0.00000000,29900.88000000,0.00000000
8.55000000,2689.43223750,83.87550000,0.00000000,29900.88000000,0.00000000
8.58000000,2686.91155800,84.16980000,0.00000000,29900.88000000,0.00000000
8.61000000,2684.38204950,84.46410000,0.00000000,29900.88000000,0.00000000
8.64000000,2681.84371200,84.75840000,0.00000000,29900.88000000,0.00000000
8.67000000,2679.29654550,85.05270000,0.00000000,29900.88000000,0.00000000
8.70000000,2676.74055000,85.34700000,0.00000000,29900.88000000,0.00000000
8.73000000,2674.17572550,85.64130000,0.00000000,29900.88000000,0.00000000
8.76000000,2671.60207200,85.93560000,0.00000000,29900.88000000,0.00000000
8.79000000,2669.01958950,86.22990000,0.00000000,29900.88000000,0.00000000
8.82000000,2666.42827800,86.52420000,0.00000000,29900.88000000,0.00000000
8.85000000,2663.82813750,86.81850000,0.00000000,29900.88000000,0.00000000
8.88000000,2661.21916800,87.11280000,0.00000000,29900.88000000,0.00000000
8.91000000,2658.60136950,87.40710000,0.00000000,29900.88000000,0.00000000
8.94000000,2655.97474200,87.70140000,0.00000000,29900.88000000,0.00000000
8.97000000,2653.33928550,87.99570000,0.00000000,29900.88000000,0.00000000
9.00000000,2650.69500000,88.29000000,0.00000000,29900.88000000,0.00000000
9.03000000,2648.04188550,88.58430000,0.00000000,29900.88000000,0.00000000
9.06000000,2645.37994200,88.87860000,0.00000000,29900.88000000,0.00000000
9.09000000,2642.70916950,89.17290000,0.00000000,29900.88000000,0.00000000
9.12000000,2640.02956800,89.46720000,0.00000000,29900.88000000,0.00000000
9.15000000,2637.34113750,89.76150000,0.00000000,29900.88000000,0.00000000
9.18000000,2634.64387800,90.05580000,0.00000000,29900.88000000,0.00000000
9.21000000,2631.93778950,90.35010000,0.00000000,29900.88000000,0.00000000
9.24000000,2629.22287200,90.64440000,0.00000000,29900.88000000,0.00000000
9.27000000,2626.49912550,90.93870000,0.00000000,29900.88000000,0.00000000
9.30000000,2623.76655000,91.23300000,0.00000000,29900.88000000,0.00000000
9.33000000,2621.02514550,91.52730000,0.00000000,29900.88000000,0.00000000
9.36000000,2618.27491200,91.82160000,0.00000000,29900.88000000,0.00000000
9.39000000,2615.51584950,92.11590000,0.00000000,29900.88000000,0.00000000
9.42000000,2612.74795800,92.41020000,0.00000000,29900.88000000,0.00000000
9.45000000,2609.97123750,92.70450000,0.00000000,29900.88000000,0.00000000
9.48000000,2607.18568800,92.99880000,0.00000000,29900.88000000,0.00000000
9.51000000,2604.39130950,93.29310000,0.00000000,29900.88000000,0.00000000
9.54000000,2601.58810200,93.58740000,0.00000000,29900.88000000,0.00000000
9.57000000,2598.77606550,93.88170000,0.00000000,29900.88000000,0.00000000
9.60000000,2595.95520000,94.17600000,0.00000000,29900.88000000,0.00000000
9.63000000,2593.12550550,94.47030000,0.00000000,29900.88000000,0.00000000
9.66000000,2590.28698200,94.76460000,0.00000000,29900.88000000,0.00000000
9.69000000,2587.43962950,95.05890000,0.00000000,29900.88000000,0.00000000
9.72000000,2584.58344800,95.35320000,0.00000000,29900.88000000,0.00000000
9.75000000,2581.71843750,95.64750000,0.00000000,29900.88000000,0.00000000
9.78000000,2578.84459800,95.94180000,0.00000000,29900.88000000,0.00000000
9.81000000,2575.96192950,96.23610000,0.00000000,29900.88000000,0.00000000
9.84000000,2573.07043200,96.53040000,0.00000000,29900.88000000,0.00000000
9.87000000,2570.17010550,96.82470000,0.00000000,29900.88000000,0.00000000
9.90000000,2567.26095000,97.11900000,0.00000000,29900.88000000,0.00000000
9.93000000,2564.34296550,97.41330000,0.00000000,29900.88000000,0.00000000
9.96000000,2561.41615200,97.70760000,0.00000000,29900.88000000,0.00000000
9.99000000,2558.48050950,98.00190000,0.00000000,29900.88000000,0.00000000
10.02000000,2555.53603800,98.29620000,0.00000000,29900.88000000,0.00000000
10.05000000,2552.58273750,98.59050000,0.00000000,29900.88000000,0.00000000
10.08000000,2549.62060800,98.88480000,0.00000000,29900.88000000,0.00000000
10.11000000,2546.64964950,99.17910000,0.00000000,29900.88000000,0.00000000
10.14000000,2543.66986200,99.47340000,0.00000000,29900.88000000,0.00000000
10.17000000,2540.68124550,99.76770000,0.00000000,29900.88000000,0.00000000
