time_s,h_m,v_vert_mps,v_horiz_mps,E_total_J,E_drift_rel
20.10000000,1066.33095000,197.18100000,0.00000000,29900.88000000,-0.00000000
20.13000000,1060.41110550,197.47530000,0.00000000,29900.88000000,-0.00000000
20.16000000,1054.48243200,197.76960000,0.00000000,29900.88000000,-0.00000000
20.19000000,1048.54492950,198.06390000,0.00000000,29900.88000000,-0.00000000
20.22000000,1042.59859800,198.35820000,0.00000000,29900.88000000,-0.00000000
20.25000000,1036.64343750,198.65250000,0.00000000,29900.88000000,-0.00000000
20.28000000,1030.67944800,198.94680000,0.00000000,29900.88000000,-0.00000000
20.31000000,1024.70662950,199.24110000,0.00000000,29900.88000000,-0.00000000
20.34000000,1018.72498200,199.53540000,0.00000000,29900.88000000,-0.00000000
20.37000000,1012.73450550,199.82970000,0.00000000,29900.88000000,-0.00000000
20.40000000,1006.73520000,200.12400000,0.00000000,29900.88000000,-0.00000000
20.43000000,1000.72706550,200.41830000,0.00000000,29900.88000000,-0.00000000
20.46000000,994.71010200,200.71260000,0.00000000,29900.88000000,-0.00000000
20.49000000,988.68430950,201.00690000,0.00000000,29900.88000000,-0.00000000
20.52000000,982.64968800,201.30120000,0.00000000,29900.88000000,-0.00000000
20.55000000,976.60623750,201.59550000,0.00000000,29900.88000000,-0.00000000
20.58000000,970.55395800,201.88980000,0.00000000,29900.88000000,-0.00000000
20.61000000,964.49284950,202.18410000,0.00000000,29900.88000000,-0.00000000
20.64000000,958.42291200,202.47840000,0.00000000,29900.88000000,-0.00000000
20.67000000,952.34414550,202.77270000,0.00000000,29900.88000000,-0.00000000
20.70000000,946.25655000,203.06700000,0.00000000,29900.88000000,-0.00000000
20.73000000,940.16012550,203.36130000,0.00000000,29900.88000000,-0.00000000
20.76000000,934.05487200,203.65560000,0.00000000,29900.88000000,-0.00000000
20.79000000,927.94078950,203.94990000,0.00000000,29900.88000000,-0.00000000
20.82000000,921.81787800,204.24420000,0.00000000,29900.88000000,-0.00000000
20.85000000,915.68613750,204.53850000,0.00000000,29900.88000000,-0.00000000
20.88000000,909.54556800,204.83280000,0.00000000,29900.88000000,-0.00000000
20.91000000,903.39616950,205.12710000,0.00000000,29900.88000000,-0.00000000
20.94000000,897.23794200,205.42140000,0.00000000,29900.88000000,-0.00000000
20.97000000,891.07088550,205.71570000,0.00000000,29900.88000000,-0.00000000
21.00000000,884.89500000,206.01000000,0.00000000,29900.88000000,-0.00000000
21.03000000,878.71028550,206.30430000,0.00000000,29900.88000000,-0.00000000
21.06000000,872.51674200,206.59860000,0.00000000,29900.88000000,-0.00000000
21.09000000,866.31436950,206.89290000,0.00000000,29900.88000000,-0.00000000
21.12000000,860.10316800,207.18720000,0.00000000,29900.88000000,-0.00000000
21.15000000,853.88313750,207.48150000,0.00000000,29900.88000000,-0.00000000
21.18000000,847.65427800,207.77580000,0.00000000,29900.88000000,-0.00000000
21.21000000,841.41658950,208.07010000,0.00000000,29900.88000000,-0.00000000
21.24000000,835.17007200,208.36440000,0.00000000,29900.88000000,-0.00000000
21.27000000,828.91472550,208.65870000,0.00000000,29900.88000000,-0.00000000
21.30000000,822.65055000,208.95300000,0.00000000,29900.88000000,-0.00000000
21.33000000,816.37754550,209.24730000,0.00000000,29900.88000000,-0.00000000
21.36000000,810.09571200,209.54160000,0.00000000,29900.88000000,-0.00000000
21.39000000,803.80504950,209.83590000,0.00000000,29900.88000000,-0.00000000
21.42000000,797.50555800,210.13020000,0.00000000,29900.88000000,-0.00000000
21.45000000,791.19723750,210.42450000,0.00000000,29900.88000000,-0.00000000
21.48000000,784.88008800,210.71880000,0.00000000,29900.88000000,-0.00000000
21.51000000,778.55410950,211.01310000,0.00000000,29900.88000000,-0.00000000
21.54000000,772.21930200,211.30740000,0.00000000,29900.88000000,-0.00000000
21.57000000,765.87566550,211.60170000,0.00000000,29900.88000000,-0.00000000
21.60000000,759.52320000,211.89600000,0.00000000,29900.88000000,-0.00000000
21.63000000,753.16190550,212.19030000,0.00000000,29900.88000000,-0.00000000
21.66000000,746.79178200,212.48460000,0.00000000,29900.88000000,-0.00000000
21.69000000,740.41282950,212.77890000,0.00000000,29900.88000000,-0.00000000
21.72000000,734.02504800,213.07320000,0.00000000,29900.88000000,-0.00000000
21.75000000,727.62843750,213.36750000,0.00000000,29900.88000000,-0.00000000
21.78000000,721.22299800,213.66180000,0.00000000,29900.88000000,-0.00000000
21.81000000,714.80872950,213.95610000,0.00000000,29900.88000000,-0.00000000
21.84000000,708.38563200,214.25040000,0.00000000,29900.88000000,-0.00000000
21.87000000,701.95370550,214.54470000,0.00000000,29900.88000000,-0.00000000
21.90000000,695.51295000,214.83900000,0.00000000,29900.88000000,-0.00000000
21.93000000,689.06336550,215.13330000,0.00000000,29900.88000000,-0.00000000
21.96000000,682.60495200,215.42760000,0.00000000,29900.88000000,-0.00000000
21.99000000,676.13770950,215.72190000,0.00000000,29900.88000000,-0.00000000
22.02000000,669.66163800,216.01620000,0.00000000,29900.88000000,-0.00000000
22.05000000,663.17673750,216.31050000,0.00000000,29900.88000000,-0.00000000
22.08000000,656.68300800,216.60480000,0.00000000,29900.88000000,-0.00000000
22.11000000,650.18044950,216.89910000,0.00000000,29900.88000000,-0.00000000
22.14000000,643.66906200,217.19340000,0.00000000,29900.88000000,-0.00000000
22.17000000,637.14884550,217.48770000,0.00000000,29900.88000000,-0.00000000
22.20000000,630.61980000,217.78200000,0.00000000,29900.88000000,-0.00000000
22.23000000,624.08192550,218.07630000,0.00000000,29900.88000000,-0.00000000
22.26000000,617.53522200,218.37060000,0.00000000,29900.88000000,-0.00000000
22.29000000,610.97968950,218.66490000,0.00000000,29900.88000000,-0.00000000
22.32000000,604.41532800,218.95920000,0.00000000,29900.88000000,-0.00000000
22.35000000,597.84213750,219.25350000,0.00000000,29900.88000000,-0.00000000
22.38000000,591.26011800,219.54780000,0.00000000,29900.88000000,-0.00000000
22.41000000,584.66926950,219.84210000,0.00000000,29900.88000000,-0.00000000
22.44000000,578.06959200,220.13640000,0.00000000,29900.88000000,-0.00000000
22.47000000,571.46108550,220.43070000,0.00000000,29900.88000000,-0.00000000
22.50000000,564.84375000,220.72500000,0.00000000,29900.88000000,-0.00000000
22.53000000,558.21758550,221.01930000,0.00000000,29900.88000000,-0.00000000
22.56000000,551.58259200,221.31360000,0.00000000,29900.88000000,-0.00000000
22.59000000,544.93876950,221.60790000,0.00000000,29900.88000000,-0.00000000
22.62000000,538.28611800,221.90220000,0.00000000,29900.88000000,-0.00000000
22.65000000,531.62463750,222.19650000,0.00000000,29900.88000000,-0.00000000
22.68000000,524.95432800,222.49080000,0.00000000,29900.88000000,-0.00000000
22.71000000,518.27518950,222.78510000,0.00000000,29900.88000000,-0.00000000
22.74000000,511.58722200,223.07940000,0.00000000,29900.88000000,-0.00000000
22.77000000,504.89042550,223.37370000,0.00000000,29900.88000000,-0.00000000
22.80000000,498.18480000,223.66800000,0.00000000,29900.88000000,-0.00000000
22.83000000,491.47034550,223.96230000,0.00000000,29900.88000000,-0.00000000
22.86000000,484.74706200,224.25660000,0.00000000,29900.88000000,-0.00000000
22.89000000,478.01494950,224.55090000,0.00000000,29900.88000000,-0.00000000
22.92000000,471.27400800,224.84520000,0.00000000,29900.88000000,-0.00000000
22.95000000,464.52423750,225.13950000,0.00000000,29900.88000000,-0.00000000
22.98000000,457.76563800,225.43380000,0.00000000,29900.88000000,-0.00000000
23.01000000,450.99820950,225.72810000,0.00000000,29900.88000000,-0.00000000
23.04000000,444.22195200,226.02240000,0.00000000,29900.88000000,-0.00000000
23.07000000,437.43686550,226.31670000,0.00000000,29900.88000000,-0.00000000
23.10000000,430.64295000,226.61100000,0.00000000,29900.88000000,-0.00000000
23.13000000,423.84020550,226.90530000,0.00000000,29900.88000000,-0.00000000
23.16000000,417.02863200,227.19960000,0.00000000,29900.88000000,-0.00000000
23.19000000,410.20822950,227.49390000,0.00000000,29900.88000000,-0.00000000
23.22000000,403.37899800,227.78820000,0.00000000,29900.88000000,-0.00000000
23.25000000,396.54093750,228.08250000,0.00000000,29900.88000000,-0.00000000
23.28000000,389.69404800,228.37680000,0.00000000,29900.88000000,-0.00000000
23.31000000,382.83832950,228.67110000,0.00000000,29900.88000000,-0.00000000
23.34000000,375.97378200,228.96540000,0.00000000,29900.88000000,-0.00000000
23.37000000,369.10040550,229.25970000,0.00000000,29900.88000000,-0.00000000
23.40000000,362.21820000,229.55400000,0.00000000,29900.88000000,-0.00000000
23.43000000,355.32716550,229.84830000,0.00000000,29900.88000000,-0.00000000
23.46000000,348.42730200,230.14260000,0.00000000,29900.88000000,-0.00000000
23.49000000,341.51860950,230.43690000,0.00000000,29900.88000000,-0.00000000
23.52000000,334.60108800,230.73120000,0.00000000,29900.88000000,-0.00000000
23.55000000,327.67473750,231.02550000,0.00000000,29900.88000000,-0.00000000
23.58000000,320.73955800,231.31980000,0.00000000,29900.88000000,-0.00000000
23.61000000,313.79554950,231.61410000,0.00000000,29900.88000000,-0.00000000
23.64000000,306.84271200,231.90840000,0.00000000,29900.88000000,-0.00000000
23.67000000,299.88104550,232.20270000,0.00000000,29900.88000000,-0.00000000
23.70000000,292.91055000,232.49700000,0.00000000,29900.88000000,-0.00000000
23.73000000,285.93122550,232.79130000,0.00000000,29900.88000000,-0.00000000
23.76000000,278.94307200,233.08560000,0.00000000,29900.88000000,-0.00000000
23.79000000,271.94608950,233.37990000,0.00000000,29900.88000000,-0.00000000
23.82000000,264.94027800,233.67420000,0.00000000,29900.88000000,-0.00000000
23.85000000,257.92563750,233.96850000,0.00000000,29900.88000000,-0.00000000
23.88000000,250.90216800,234.26280000,0.00000000,29900.88000000,-0.00000000
23.91000000,243.86986950,234.55710000,0.00000000,29900.88000000,-0.00000000
23.94000000,236.82874200,234.85140000,0.00000000,29900.88000000,-0.00000000
23.97000000,229.77878550,235.14570000,0.00000000,29900.88000000,-0.00000000
24.00000000,222.72000000,235.44000000,0.00000000,29900.88000000,-0.00000000
24.03000000,215.65238550,235.73430000,0.00000000,29900.88000000,-0.00000000
24.06000000,208.57594200,236.02860000,0.00000000,29900.88000000,-0.00000000
24.09000000,201.49066950,236.32290000,0.00000000,29900.88000000,-0.00000000
24.12000000,194.39656800,236.61720000,0.00000000,29900.88000000,-0.00000000
24.15000000,187.29363750,236.91150000,0.00000000,29900.88000000,-0.00000000
24.18000000,180.18187800,237.20580000,0.00000000,29900.88000000,-0.00000000
24.21000000,173.06128950,237.50010000,0.00000000,29900.88000000,-0.00000000
24.24000000,165.93187200,237.79440000,0.00000000,29900.88000000,-0.00000000
24.27000000,158.79362550,238.08870000,0.00000000,29900.88000000,-0.00000000
24.30000000,151.64655000,238.38300000,0.00000000,29900.88000000,-0.00000000
24.33000000,144.49064550,238.67730000,0.00000000,29900.88000000,-0.00000000
24.36000000,137.32591200,238.97160000,0.00000000,29900.88000000,-0.00000000
24.39000000,130.15234950,239.26590000,0.00000000,29900.88000000,-0.00000000
24.42000000,122.96995800,239.56020000,0.00000000,29900.88000000,-0.00000000
24.45000000,115.77873750,239.85450000,0.00000000,29900.88000000,-0.00000000
24.48000000,108.57868800,240.14880000,0.00000000,29900.88000000,-0.00000000
24.51000000,101.36980950,240.44310000,0.00000000,29900.88000000,-0.00000000
24.54000000,94.15210200,240.73740000,0.00000000,29900.88000000,-0.00000000
24.57000000,86.92556550,241.03170000,0.00000000,29900.88000000,-0.00000000
24.60000000,79.69020000,241.32600000,0.00000000,29900.88000000,-0.00000000
24.63000000,72.44600550,241.62030000,0.00000000,29900.88000000,-0.00000000
24.66000000,65.19298200,241.91460000,0.00000000,29900.88000000,-0.00000000
24.69000000,57.93112950,242.20890000,0.00000000,29900.88000000,-0.00000000
24.72000000,50.66044800,242.50320000,0.00000000,29900.88000000,-0.00000000
24.75000000,43.38093750,242.79750000,0.00000000,29900.88000000,-0.00000000
24.78000000,36.09259800,243.09180000,0.00000000,29900.88000000,-0.00000000
24.81000000,28.79542950,243.38610000,0.00000000,29900.88000000,-0.00000000
24.84000000,21.48943200,243.68040000,0.00000000,29900.88000000,-0.00000000
24.87000000,14.17460550,243.97470000,0.00000000,29900.88000000,-0.00000000
24.90000000,6.85095000,244.26900000,0.00000000,29900.88000000,-0.00000000
24.93000000,-0.48153450,244.56330000,0.00000000,29900.88000000,-0.00000000
24.96000000,-7.82284800,244.85760000,0.00000000,29900.88000000,-0.00000000
24.99000000,-15.17299050,245.15190000,0.00000000,29900.88000000,-0.00000000
25.02000000,-22.53196200,245.44620000,0.00000000,29900.88000000,-0.00000000
25.05000000,-29.89976250,245.74050000,0.00000000,29900.88000000,-0.00000000
25.08000000,-37.27639200,246.03480000,0.00000000,29900.88000000,-0.00000000
25.11000000,-44.66185050,246.32910000,0.00000000,29900.88000000,-0.00000000
25.14000000,-52.05613800,246.62340000,0.00000000,29900.88000000,-0.00000000
25.17000000,-59.45925450,246.91770000,0.00000000,29900.88000000,-0.00000000
25.20000000,-66.87120000,247.21200000,0.00000000,29900.88000000,-0.00000000
25.23000000,-74.29197450,247.50630000,0.00000000,29900.88000000,-0.00000000
25.26000000,-81.72157800,247.80060000,0.00000000,29900.88000000,-0.00000000
25.29000000,-89.16001050,248.09490000,0.00000000,29900.88000000,-0.00000000
25.32000000,-96.60727200,248.38920000,0.00000000,29900.88000000,-0.00000000
25.35000000,-104.06336250,248.68350000,0.00000000,29900.88000000,-0.00000000
25.38000000,-111.52828200,248.97780000,0.00000000,29900.88000000,-0.00000000
25.41000000,-119.00203050,249.27210000,0.00000000,29900.88000000,-0.00000000
25.44000000,-126.48460800,249.56640000,0.00000000,29900.88000000,-0.00000000
25.47000000,-133.97601450,249.86070000,0.00000000,29900.88000000,-0.00000000
25.50000000,-141.47625000,250.15500000,0.00000000,29900.88000000,-0.00000000
25.53000000,-148.98531450,250.44930000,0.00000000,29900.88000000,-0.00000000
25.56000000,-156.50320800,250.74360000,0.00000000,29900.88000000,-0.00000000
25.59000000,-164.02993050,251.03790000,0.00000000,29900.88000000,-0.00000000
25.62000000,-171.56548200,251.33220000,0.00000000,29900.88000000,-0.00000000
25.65000000,-179.10986250,251.62650000,0.00000000,29900.88000000,-0.00000000
25.68000000,-186.66307200,251.92080000,0.00000000,29900.88000000,-0.00000000
25.71000000,-194.22511050,252.21510000,0.00000000,29900.88000000,-0.00000000
25.74000000,-201.79597800,252.50940000,0.00000000,29900.88000000,-0.00000000
25.77000000,-209.37567450,252.80370000,0.00000000,29900.88000000,-0.00000000
25.80000000,-216.96420000,253.09800000,0.00000000,29900.88000000,-0.00000000
25.83000000,-224.56155450,253.39230000,0.00000000,29900.88000000,-0.00000000
25.86000000,-232.16773800,253.68660000,0.00000000,29900.88000000,-0.00000000
25.89000000,-239.78275050,253.98090000,0.00000000,29900.88000000,-0.00000000
25.92000000,-247.40659200,254.27520000,0.00000000,29900.88000000,-0.00000000
25.95000000,-255.03926250,254.56950000,0.00000000,29900.88000000,-0.00000000
25.98000000,-262.68076200,254.86380000,0.00000000,29900.88000000,-0.00000000
26.01000000,-270.33109050,255.15810000,0.00000000,29900.88000000,-0.00000000
26.04000000,-277.99024800,255.45240000,0.00000000,29900.88000000,-0.00000000
26.07000000,-285.65823450,255.74670000,0.00000000,29900.88000000,-0.00000000
26.10000000,-293.33505000,256.04100000,0.00000000,29900.88000000,-0.00000000
26.13000000,-301.02069450,256.33530000,0.00000000,29900.88000000,-0.00000000
26.16000000,-308.71516800,256.62960000,0.00000000,29900.88000000,-0.00000000
26.19000000,-316.41847050,256.92390000,0.00000000,29900.88000000,-0.00000000
26.22000000,-324.13060200,257.21820000,0.00000000,29900.88000000,-0.00000000
26.25000000,-331.85156250,257.51250000,0.00000000,29900.88000000,-0.00000000
26.28000000,-339.58135200,257.80680000,0.00000000,29900.88000000,-0.00000000
26.31000000,-347.31997050,258.10110000,0.00000000,29900.88000000,-0.00000000
26.34000000,-355.06741800,258.39540000,0.00000000,29900.88000000,-0.00000000
26.37000000,-362.82369450,258.68970000,0.00000000,29900.88000000,-0.00000000
26.40000000,-370.58880000,258.98400000,0.00000000,29900.88000000,-0.00000000
26.43000000,-378.36273450,259.27830000,0.00000000,29900.88000000,-0.00000000
26.46000000,-386.14549800,259.57260000,0.00000000,29900.88000000,-0.00000000
26.49000000,-393.93709050,259.86690000,0.00000000,29900.88000000,-0.00000000
26.52000000,-401.73751200,260.16120000,0.00000000,29900.88000000,-0.00000000
26.55000000,-409.54676250,260.45550000,0.00000000,29900.88000000,-0.00000000
26.58000000,-417.36484200,260.74980000,0.00000000,29900.88000000,-0.00000000
26.61000000,-425.19175050,261.04410000,0.00000000,29900.88000000,-0.00000000
26.64000000,-433.02748800,261.33840000,0.00000000,29900.88000000,-0.00000000
26.67000000,-440.87205450,261.63270000,0.00000000,29900.88000000,-0.00000000
26.70000000,-448.72545000,261.92700000,0.00000000,29900.88000000,-0.00000000
26.73000000,-456.58767450,262.22130000,0.00000000,29900.88000000,-0.00000000
26.76000000,-464.45872800,262.51560000,0.00000000,29900.88000000,-0.00000000
26.79000000,-472.33861050,262.80990000,0.00000000,29900.88000000,-0.00000000
26.82000000,-480.22732200,263.10420000,0.00000000,29900.88000000,-0.00000000
26.85000000,-488.12486250,263.39850000,0.00000000,29900.88000000,-0.00000000
26.88000000,-496.03123200,263.69280000,0.00000000,29900.88000000,-0.00000000
26.91000000,-503.94643050,263.98710000,0.00000000,29900.88000000,-0.00000000
26.94000000,-511.87045800,264.28140000,0.00000000,29900.88000000,-0.00000000
26.97000000,-519.80331450,264.57570000,0.00000000,29900.88000000,-0.00000000
27.00000000,-527.74500000,264.87000000,0.00000000,29900.88000000,-0.00000000
27.03000000,-535.69551450,265.16430000,0.00000000,29900.88000000,-0.00000000
27.06000000,-543.65485800,265.45860000,0.00000000,29900.88000000,-0.00000000
27.09000000,-551.62303050,265.75290000,0.00000000,29900.88000000,-0.00000000
27.12000000,-559.60003200,266.04720000,0.00000000,29900.88000000,-0.00000000
27.15000000,-567.58586250,266.34150000,0.00000000,29900.88000000,-0.00000000
27.18000000,-575.58052200,266.63580000,0.00000000,29900.88000000,-0.00000000
27.21000000,-583.58401050,266.93010000,0.00000000,29900.88000000,-0.00000000
27.24000000,-591.59632800,267.22440000,0.00000000,29900.88000000,-0.00000000
27.27000000,-599.61747450,267.51870000,0.00000000,29900.88000000,-0.00000000
27.30000000,-607.64745000,267.81300000,0.00000000,29900.88000000,-0.00000000
27.33000000,-615.68625450,268.10730000,0.00000000,29900.88000000,-0.00000000
27.36000000,-623.73388800,268.40160000,0.00000000,29900.88000000,-0.00000000
27.39000000,-631.79035050,268.69590000,0.00000000,29900.88000000,-0.00000000
27.42000000,-639.85564200,268.99020000,0.00000000,29900.88000000,-0.00000000
27.45000000,-647.92976250,269.28450000,0.00000000,29900.88000000,-0.00000000
27.48000000,-656.01271200,269.57880000,0.00000000,29900.88000000,-0.00000000
27.51000000,-664.10449050,269.87310000,0.00000000,29900.88000000,-0.00000000
27.54000000,-672.20509800,270.16740000,0.00000000,29900.88000000,-0.00000000
27.57000000,-680.31453450,270.46170000,0.00000000,29900.88000000,-0.00000000
27.60000000,-688.43280000,270.75600000,0.00000000,29900.88000000,-0.00000000
27.63000000,-696.55989450,271.05030000,0.00000000,29900.88000000,-0.00000000
27.66000000,-704.69581800,271.34460000,0.00000000,29900.88000000,-0.00000000
27.69000000,-712.84057050,271.63890000,0.00000000,29900.88000000,-0.00000000
27.72000000,-720.99415200,271.93320000,0.00000000,29900.88000000,-0.00000000
27.75000000,-729.15656250,272.22750000,0.00000000,29900.88000000,-0.00000000
27.78000000,-737.32780200,272.52180000,0.00000000,29900.88000000,-0.00000000
27.81000000,-745.50787050,272.81610000,0.00000000,29900.88000000,-0.00000000
27.84000000,-753.69676800,273.11040000,0.00000000,29900.88000000,-0.00000000
27.87000000,-761.89449450,273.40470000,0.00000000,29900.88000000,-0.00000000
27.90000000,-770.10105000,273.69900000,0.00000000,29900.88000000,-0.00000000
27.93000000,-778.31643450,273.99330000,0.00000000,29900.88000000,-0.00000000
27.96000000,-786.54064800,274.28760000,0.00000000,29900.88000000,-0.00000000
27.99000000,-794.77369050,274.58190000,0.00000000,29900.88000000,-0.00000000
28.02000000,-803.01556200,274.87620000,0.00000000,29900.88000000,-0.00000000
28.05000000,-811.26626250,275.17050000,0.00000000,29900.88000000,-0.00000000
28.08000000,-819.52579200,275.46480000,0.00000000,29900.88000000,-0.00000000
28.11000000,-827.79415050,275.75910000,0.00000000,29900.88000000,-0.00000000
28.14000000,-836.07133800,276.05340000,0.00000000,29900.88000000,-0.00000000
28.17000000,-844.35735450,276.34770000,0.00000000,29900.88000000,-0.00000000
28.20000000,-852.65220000,276.64200000,0.00000000,29900.88000000,-0.00000000
28.23000000,-860.95587450,276.93630000,0.00000000,29900.88000000,-0.00000000
28.26000000,-869.26837800,277.23060000,0.00000000,29900.88000000,-0.00000000
28.29000000,-877.58971050,277.52490000,0.00000000,29900.88000000,-0.00000000
28.32000000,-885.91987200,277.81920000,0.00000000,29900.88000000,-0.00000000
28.35000000,-894.25886250,278.11350000,0.00000000,29900.88000000,-0.00000000
28.38000000,-902.60668200,278.40780000,0.00000000,29900.88000000,-0.00000000
28.41000000,-910.96333050,278.70210000,0.00000000,29900.88000000,-0.00000000
28.44000000,-919.32880800,278.99640000,0.00000000,29900.88000000,-0.00000000
28.47000000,-927.70311450,279.29070000,0.00000000,29900.88000000,-0.00000000
28.50000000,-936.08625000,279.58500000,0.00000000,29900.88000000,-0.00000000
28.53000000,-944.47821450,279.87930000,0.00000000,29900.88000000,-0.00000000
28.56000000,-952.87900800,280.17360000,0.00000000,29900.88000000,-0.00000000
28.59000000,-961.28863050,280.46790000,0.00000000,29900.88000000,0.00000000
28.62000000,-969.70708200,280.76220000,0.00000000,29900.88000000,0.00000000
28.65000000,-978.13436250,281.05650000,0.00000000,29900.88000000,0.00000000
28.68000000,-986.57047200,281.35080000,0.00000000,29900.88000000,0.00000000
28.71000000,-995.01541050,281.64510000,0.00000000,29900.88000000,0.00000000
28.74000000,-1003.46917800,281.93940000,0.00000000,29900.88000000,0.00000000
28.77000000,-1011.93177450,282.23370000,0.00000000,29900.88000000,0.00000000
28.80000000,-1020.40320000,282.52800000,0.00000000,29900.88000000,0.00000000
28.83000000,-1028.88345450,282.82230000,0.00000000,29900.88000000,0.00000000
28.86000000,-1037.37253800,283.11660000,0.00000000,29900.88000000,0.00000000
28.89000000,-1045.87045050,283.41090000,0.00000000,29900.88000000,0.00000000
28.92000000,-1054.37719200,283.70520000,0.00000000,29900.88000000,0.00000000
28.95000000,-1062.89276250,283.99950000,0.00000000,29900.88000000,0.00000000
28.98000000,-1071.41716200,284.29380000,0.00000000,29900.88000000,0.00000000
29.01000000,-1079.95039050,284.58810000,0.00000000,29900.88000000,0.00000000
29.04000000,-1088.49244800,284.88240000,0.00000000,29900.88000000,0.00000000
29.07000000,-1097.04333450,285.17670000,0.00000000,29900.88000000,0.00000000
29.10000000,-1105.60305000,285.47100000,0.00000000,29900.88000000,0.00000000
29.13000000,-1114.17159450,285.76530000,0.00000000,29900.88000000,0.00000000
29.16000000,-1122.74896800,286.05960000,0.00000000,29900.88000000,0.00000000
29.19000000,-1131.33517050,286.35390000,0.00000000,29900.88000000,0.00000000
29.22000000,-1139.93020200,286.64820000,0.00000000,29900.88000000,0.00000000
29.25000000,-1148.53406250,286.94250000,0.00000000,29900.88000000,0.00000000
29.28000000,-1157.14675200,287.23680000,0.00000000,29900.88000000,0.00000000
29.31000000,-1165.76827050,287.53110000,0.00000000,29900.88000000,0.00000000
29.34000000,-1174.39861800,287.82540000,0.00000000,29900.88000000,0.00000000
29.37000000,-1183.03779450,288.11970000,0.00000000,29900.88000000,0.00000000
29.40000000,-1191.68580000,288.41400000,0.00000000,29900.88000000,0.00000000
29.43000000,-1200.34263450,288.70830000,0.00000000,29900.88000000,0.00000000
29.46000000,-1209.00829800,289.00260000,0.00000000,29900.88000000,0.00000000
29.49000000,-1217.68279050,289.29690000,0.00000000,29900.88000000,0.00000000
29.52000000,-1226.36611200,289.59120000,0.00000000,29900.88000000,0.00000000
29.55000000,-1235.05826250,289.88550000,0.00000000,29900.88000000,0.00000000
29.58000000,-1243.75924200,290.17980000,0.00000000,29900.88000000,0.00000000
29.61000000,-1252.46905050,290.47410000,0.00000000,29900.88000000,0.00000000
29.64000000,-1261.18768800,290.76840000,0.00000000,29900.88000000,0.00000000
29.67000000,-1269.91515450,291.06270000,0.00000000,29900.88000000,0.00000000
29.70000000,-1278.65145000,291.35700000,0.00000000,29900.88000000,0.00000000
29.73000000,-1287.39657450,291.65130000,0.00000000,29900.88000000,0.00000000
29.76000000,-1296.15052800,291.94560000,0.00000000,29900.88000000,0.00000000
29.79000000,-1304.91331050,292.23990000,0.00000000,29900.88000000,0.00000000
29.82000000,-1313.68492200,292.53420000,0.00000000,29900.88000000,0.00000000
29.85000000,-1322.46536250,292.82850000,0.00000000,29900.88000000,0.00000000
29.88000000,-1331.25463200,293.12280000,0.00000000,29900.88000000,0.00000000
29.91000000,-1340.05273050,293.41710000,0.00000000,29900.88000000,0.00000000
29.94000000,-1348.85965800,293.71140000,0.00000000,29900.88000000,0.00000000
29.97000000,-1357.67541450,294.00570000,0.00000000,29900.88000000,0.00000000
30.00000000,-1366.50000000,294.30000000,0.00000000,29900.88000000,0.00000000
